gene	cosmic	year	pubmed
KMT2D	4361	2002	3288
KMT2D	4361	2001	2237
KMT2D	4361	2000	1505
KMT2D	4361	1999	834
KMT2D	4361	1998	682
KMT2D	4361	1997	346
KMT2D	4361	1996	304
KMT2D	4361	1995	197
KMT2D	4361	1994	166
KMT2D	4361	1993	181
KMT2D	4361	1992	163
KMT2D	4361	1991	196
KMT2D	4361	1990	125
KMT2D	4361	1989	60
KMT2D	4361	1988	11
KMT2D	4361	1987	10
KMT2D	4361	1986	3
KMT2D	4361	1984	1
KMT2D	4361	1965	1
KMT2D	4361	1964	3
KMT2D	4361	1963	2
KMT2D	4361	1962	1
KMT2D	4361	1961	1
KMT2D	4361	1960	1
KMT2D	4361	1959	1
KMT2D	4361	1958	2
DNMT3A	4037	2020	3
DNMT3A	4037	2019	19811
DNMT3A	4037	2018	30180
DNMT3A	4037	2017	29996
DNMT3A	4037	2016	28025
DNMT3A	4037	2015	25647
DNMT3A	4037	2014	22421
DNMT3A	4037	2013	17845
DNMT3A	4037	2012	16673
DNMT3A	4037	2011	15115
DNMT3A	4037	2010	13497
DNMT3A	4037	2009	12099
DNMT3A	4037	2008	10919
DNMT3A	4037	2007	9990
DNMT3A	4037	2006	8913
DNMT3A	4037	2005	8197
DNMT3A	4037	2004	6432
DNMT3A	4037	2003	4690
DNMT3A	4037	2002	3288
DNMT3A	4037	2001	2237
DNMT3A	4037	2000	1505
DNMT3A	4037	1999	834
DNMT3A	4037	1998	682
DNMT3A	4037	1997	346
DNMT3A	4037	1996	304
DNMT3A	4037	1995	197
DNMT3A	4037	1994	166
DNMT3A	4037	1993	181
DNMT3A	4037	1992	163
DNMT3A	4037	1991	196
DNMT3A	4037	1990	125
DNMT3A	4037	1989	60
DNMT3A	4037	1988	11
DNMT3A	4037	1987	10
DNMT3A	4037	1986	3
DNMT3A	4037	1984	1
DNMT3A	4037	1965	1
DNMT3A	4037	1964	3
DNMT3A	4037	1963	2
DNMT3A	4037	1962	1
DNMT3A	4037	1961	1
DNMT3A	4037	1960	1
DNMT3A	4037	1959	1
DNMT3A	4037	1958	2
CSMD3	3958	2020	3
CSMD3	3958	2019	19811
CSMD3	3958	2018	30180
CSMD3	3958	2017	29996
CSMD3	3958	2016	28025
CSMD3	3958	2015	25647
CSMD3	3958	2014	22421
CSMD3	3958	2013	17845
CSMD3	3958	2012	16673
CSMD3	3958	2011	15115
CSMD3	3958	2010	13497
CSMD3	3958	2009	12099
CSMD3	3958	2008	10919
CSMD3	3958	2007	9990
CSMD3	3958	2006	8913
CSMD3	3958	2005	8197
CSMD3	3958	2004	6432
CSMD3	3958	2003	4690
CSMD3	3958	2002	3288
CSMD3	3958	2001	2237
CSMD3	3958	2000	1505
CSMD3	3958	1999	834
CSMD3	3958	1998	682
CSMD3	3958	1997	346
CSMD3	3958	1996	304
CSMD3	3958	1995	197
CSMD3	3958	1994	166
CSMD3	3958	1993	181
CSMD3	3958	1992	163
CSMD3	3958	1991	196
CSMD3	3958	1990	125
CSMD3	3958	1989	60
CSMD3	3958	1988	11
CSMD3	3958	1987	10
CSMD3	3958	1986	3
CSMD3	3958	1984	1
CSMD3	3958	1965	1
CSMD3	3958	1964	3
CSMD3	3958	1963	2
CSMD3	3958	1962	1
CSMD3	3958	1961	1
CSMD3	3958	1960	1
CSMD3	3958	1959	1
CSMD3	3958	1958	2
MED12	3923	2020	3
MED12	3923	2019	19811
MED12	3923	2018	30180
MED12	3923	2017	29996
MED12	3923	2016	28025
MED12	3923	2015	25647
MED12	3923	2014	22421
MED12	3923	2013	17845
MED12	3923	2012	16673
MED12	3923	2011	15115
MED12	3923	2010	13497
MED12	3923	2009	12099
MED12	3923	2008	10919
MED12	3923	2007	9990
MED12	3923	2006	8913
MED12	3923	2005	8197
MED12	3923	2004	6432
MED12	3923	2003	4690
MED12	3923	2002	3288
MED12	3923	2001	2237
MED12	3923	2000	1505
MED12	3923	1999	834
MED12	3923	1998	682
MED12	3923	1997	346
MED12	3923	1996	304
MED12	3923	1995	197
MED12	3923	1994	166
MED12	3923	1993	181
MED12	3923	1992	163
MED12	3923	1991	196
MED12	3923	1990	125
MED12	3923	1989	60
MED12	3923	1988	11
MED12	3923	1987	10
MED12	3923	1986	3
MED12	3923	1984	1
MED12	3923	1965	1
MED12	3923	1964	3
MED12	3923	1963	2
MED12	3923	1962	1
MED12	3923	1961	1
MED12	3923	1960	1
MED12	3923	1959	1
MED12	3923	1958	2
ARID1A	3755	2020	3
ARID1A	3755	2019	19811
ARID1A	3755	2018	30180
ARID1A	3755	2017	29996
ARID1A	3755	2016	28025
ARID1A	3755	2015	25647
ARID1A	3755	2014	22421
ARID1A	3755	2013	17845
ARID1A	3755	2012	16673
ARID1A	3755	2011	15115
ARID1A	3755	2010	13497
ARID1A	3755	2009	12099
ARID1A	3755	2008	10919
ARID1A	3755	2007	9990
ARID1A	3755	2006	8913
ARID1A	3755	2005	8197
ARID1A	3755	2004	6432
ARID1A	3755	2003	4690
ARID1A	3755	2002	3288
ARID1A	3755	2001	2237
ARID1A	3755	2000	1505
ARID1A	3755	1999	834
ARID1A	3755	1998	682
ARID1A	3755	1997	346
ARID1A	3755	1996	304
ARID1A	3755	1995	197
ARID1A	3755	1994	166
ARID1A	3755	1993	181
ARID1A	3755	1992	163
ARID1A	3755	1991	196
ARID1A	3755	1990	125
ARID1A	3755	1989	60
ARID1A	3755	1988	11
ARID1A	3755	1987	10
ARID1A	3755	1986	3
ARID1A	3755	1984	1
ARID1A	3755	1965	1
ARID1A	3755	1964	3
ARID1A	3755	1963	2
ARID1A	3755	1962	1
ARID1A	3755	1961	1
ARID1A	3755	1960	1
ARID1A	3755	1959	1
ARID1A	3755	1958	2
VHL	3661	2020	3
VHL	3661	2019	19811
VHL	3661	2018	30180
VHL	3661	2017	29996
VHL	3661	2016	28025
VHL	3661	2015	25647
VHL	3661	2014	22421
VHL	3661	2013	17845
VHL	3661	2012	16673
VHL	3661	2011	15115
VHL	3661	2010	13497
VHL	3661	2009	12099
VHL	3661	2008	10919
VHL	3661	2007	9990
VHL	3661	2006	8913
VHL	3661	2005	8197
VHL	3661	2004	6432
VHL	3661	2003	4690
VHL	3661	2002	3288
VHL	3661	2001	2237
VHL	3661	2000	1505
VHL	3661	1999	834
VHL	3661	1998	682
VHL	3661	1997	346
VHL	3661	1996	304
VHL	3661	1995	197
VHL	3661	1994	166
VHL	3661	1993	181
VHL	3661	1992	163
VHL	3661	1991	196
VHL	3661	1990	125
VHL	3661	1989	60
VHL	3661	1988	11
VHL	3661	1987	10
VHL	3661	1986	3
VHL	3661	1984	1
VHL	3661	1965	1
VHL	3661	1964	3
VHL	3661	1963	2
VHL	3661	1962	1
VHL	3661	1961	1
VHL	3661	1960	1
VHL	3661	1959	1
VHL	3661	1958	2
NF1	3291	2020	3
NF1	3291	2019	19811
NF1	3291	2018	30180
NF1	3291	2017	29996
NF1	3291	2016	28025
NF1	3291	2015	25647
NF1	3291	2014	22421
NF1	3291	2013	17845
NF1	3291	2012	16673
NF1	3291	2011	15115
NF1	3291	2010	13497
NF1	3291	2009	12099
NF1	3291	2008	10919
NF1	3291	2007	9990
NF1	3291	2006	8913
NF1	3291	2005	8197
NF1	3291	2004	6432
NF1	3291	2003	4690
NF1	3291	2002	3288
NF1	3291	2001	2237
NF1	3291	2000	1505
NF1	3291	1999	834
NF1	3291	1998	682
NF1	3291	1997	346
NF1	3291	1996	304
NF1	3291	1995	197
NF1	3291	1994	166
NF1	3291	1993	181
NF1	3291	1992	163
NF1	3291	1991	196
NF1	3291	1990	125
NF1	3291	1989	60
NF1	3291	1988	11
NF1	3291	1987	10
NF1	3291	1986	3
NF1	3291	1984	1
NF1	3291	1965	1
NF1	3291	1964	3
NF1	3291	1963	2
NF1	3291	1962	1
NF1	3291	1961	1
NF1	3291	1960	1
NF1	3291	1959	1
NF1	3291	1958	2
ATM	3232	2020	3
ATM	3232	2019	19811
ATM	3232	2018	30180
ATM	3232	2017	29996
ATM	3232	2016	28025
ATM	3232	2015	25647
ATM	3232	2014	22421
ATM	3232	2013	17845
ATM	3232	2012	16673
ATM	3232	2011	15115
ATM	3232	2010	13497
ATM	3232	2009	12099
ATM	3232	2008	10919
ATM	3232	2007	9990
ATM	3232	2006	8913
ATM	3232	2005	8197
ATM	3232	2004	6432
ATM	3232	2003	4690
ATM	3232	2002	3288
ATM	3232	2001	2237
ATM	3232	2000	1505
ATM	3232	1999	834
ATM	3232	1998	682
ATM	3232	1997	346
ATM	3232	1996	304
ATM	3232	1995	197
ATM	3232	1994	166
ATM	3232	1993	181
ATM	3232	1992	163
ATM	3232	1991	196
ATM	3232	1990	125
ATM	3232	1989	60
ATM	3232	1988	11
ATM	3232	1987	10
ATM	3232	1986	3
ATM	3232	1984	1
ATM	3232	1965	1
ATM	3232	1964	3
ATM	3232	1963	2
ATM	3232	1962	1
ATM	3232	1961	1
ATM	3232	1960	1
ATM	3232	1959	1
ATM	3232	1958	2
ASXL1	3220	2020	3
ASXL1	3220	2019	19811
ASXL1	3220	2018	30180
ASXL1	3220	2017	29996
ASXL1	3220	2016	28025
ASXL1	3220	2015	25647
ASXL1	3220	2014	22421
ASXL1	3220	2013	17845
ASXL1	3220	2012	16673
ASXL1	3220	2011	15115
ASXL1	3220	2010	13497
ASXL1	3220	2009	12099
ASXL1	3220	2008	10919
ASXL1	3220	2007	9990
ASXL1	3220	2006	8913
ASXL1	3220	2005	8197
ASXL1	3220	2004	6432
ASXL1	3220	2003	4690
ASXL1	3220	2002	3288
ASXL1	3220	2001	2237
ASXL1	3220	2000	1505
ASXL1	3220	1999	834
ASXL1	3220	1998	682
ASXL1	3220	1997	346
ASXL1	3220	1996	304
ASXL1	3220	1995	197
ASXL1	3220	1994	166
ASXL1	3220	1993	181
ASXL1	3220	1992	163
ASXL1	3220	1991	196
ASXL1	3220	1990	125
ASXL1	3220	1989	60
ASXL1	3220	1988	11
ASXL1	3220	1987	10
ASXL1	3220	1986	3
ASXL1	3220	1984	1
ASXL1	3220	1965	1
ASXL1	3220	1964	3
ASXL1	3220	1963	2
ASXL1	3220	1962	1
ASXL1	3220	1961	1
ASXL1	3220	1960	1
ASXL1	3220	1959	1
ASXL1	3220	1958	2
FAT4	3072	2020	3
FAT4	3072	2019	19811
FAT4	3072	2018	30180
FAT4	3072	2017	29996
FAT4	3072	2016	28025
FAT4	3072	2015	25647
FAT4	3072	2014	22421
FAT4	3072	2013	17845
FAT4	3072	2012	16673
FAT4	3072	2011	15115
FAT4	3072	2010	13497
FAT4	3072	2009	12099
FAT4	3072	2008	10919
FAT4	3072	2007	9990
FAT4	3072	2006	8913
FAT4	3072	2005	8197
FAT4	3072	2004	6432
FAT4	3072	2003	4690
FAT4	3072	2002	3288
FAT4	3072	2001	2237
FAT4	3072	2000	1505
FAT4	3072	1999	834
FAT4	3072	1998	682
FAT4	3072	1997	346
FAT4	3072	1996	304
FAT4	3072	1995	197
FAT4	3072	1994	166
FAT4	3072	1993	181
FAT4	3072	1992	163
FAT4	3072	1991	196
FAT4	3072	1990	125
FAT4	3072	1989	60
FAT4	3072	1988	11
FAT4	3072	1987	10
FAT4	3072	1986	3
FAT4	3072	1984	1
FAT4	3072	1965	1
FAT4	3072	1964	3
FAT4	3072	1963	2
FAT4	3072	1962	1
FAT4	3072	1961	1
FAT4	3072	1960	1
FAT4	3072	1959	1
FAT4	3072	1958	2
FAT1	2908	2020	3
FAT1	2908	2019	19811
FAT1	2908	2018	30180
FAT1	2908	2017	29996
FAT1	2908	2016	28025
FAT1	2908	2015	25647
FAT1	2908	2014	22421
FAT1	2908	2013	17845
FAT1	2908	2012	16673
FAT1	2908	2011	15115
FAT1	2908	2010	13497
FAT1	2908	2009	12099
FAT1	2908	2008	10919
FAT1	2908	2007	9990
FAT1	2908	2006	8913
FAT1	2908	2005	8197
FAT1	2908	2004	6432
FAT1	2908	2003	4690
FAT1	2908	2002	3288
FAT1	2908	2001	2237
FAT1	2908	2000	1505
FAT1	2908	1999	834
FAT1	2908	1998	682
FAT1	2908	1997	346
FAT1	2908	1996	304
FAT1	2908	1995	197
FAT1	2908	1994	166
FAT1	2908	1993	181
FAT1	2908	1992	163
FAT1	2908	1991	196
FAT1	2908	1990	125
FAT1	2908	1989	60
FAT1	2908	1988	11
FAT1	2908	1987	10
FAT1	2908	1986	3
FAT1	2908	1984	1
FAT1	2908	1965	1
FAT1	2908	1964	3
FAT1	2908	1963	2
FAT1	2908	1962	1
FAT1	2908	1961	1
FAT1	2908	1960	1
FAT1	2908	1959	1
FAT1	2908	1958	2
SF3B1	2843	2020	3
SF3B1	2843	2019	19811
SF3B1	2843	2018	30180
SF3B1	2843	2017	29996
SF3B1	2843	2016	28025
SF3B1	2843	2015	25647
SF3B1	2843	2014	22421
SF3B1	2843	2013	17845
SF3B1	2843	2012	16673
SF3B1	2843	2011	15115
SF3B1	2843	2010	13497
SF3B1	2843	2009	12099
SF3B1	2843	2008	10919
SF3B1	2843	2007	9990
SF3B1	2843	2006	8913
SF3B1	2843	2005	8197
SF3B1	2843	2004	6432
SF3B1	2843	2003	4690
SF3B1	2843	2002	3288
SF3B1	2843	2001	2237
SF3B1	2843	2000	1505
SF3B1	2843	1999	834
SF3B1	2843	1998	682
SF3B1	2843	1997	346
SF3B1	2843	1996	304
SF3B1	2843	1995	197
SF3B1	2843	1994	166
SF3B1	2843	1993	181
SF3B1	2843	1992	163
SF3B1	2843	1991	196
SF3B1	2843	1990	125
SF3B1	2843	1989	60
SF3B1	2843	1988	11
SF3B1	2843	1987	10
SF3B1	2843	1986	3
SF3B1	2843	1984	1
SF3B1	2843	1965	1
SF3B1	2843	1964	3
SF3B1	2843	1963	2
SF3B1	2843	1962	1
SF3B1	2843	1961	1
SF3B1	2843	1960	1
SF3B1	2843	1959	1
SF3B1	2843	1958	2
PDGFRA	2642	2020	3
PDGFRA	2642	2019	19811
PDGFRA	2642	2018	30180
PDGFRA	2642	2017	29996
PDGFRA	2642	2016	28025
PDGFRA	2642	2015	25647
PDGFRA	2642	2014	22421
PDGFRA	2642	2013	17845
PDGFRA	2642	2012	16673
PDGFRA	2642	2011	15115
PDGFRA	2642	2010	13497
PDGFRA	2642	2009	12099
PDGFRA	2642	2008	10919
PDGFRA	2642	2007	9990
PDGFRA	2642	2006	8913
PDGFRA	2642	2005	8197
PDGFRA	2642	2004	6432
PDGFRA	2642	2003	4690
PDGFRA	2642	2002	3288
PDGFRA	2642	2001	2237
PDGFRA	2642	2000	1505
PDGFRA	2642	1999	834
PDGFRA	2642	1998	682
PDGFRA	2642	1997	346
PDGFRA	2642	1996	304
PDGFRA	2642	1995	197
PDGFRA	2642	1994	166
PDGFRA	2642	1993	181
PDGFRA	2642	1992	163
PDGFRA	2642	1991	196
PDGFRA	2642	1990	125
PDGFRA	2642	1989	60
PDGFRA	2642	1988	11
PDGFRA	2642	1987	10
PDGFRA	2642	1986	3
PDGFRA	2642	1984	1
PDGFRA	2642	1965	1
PDGFRA	2642	1964	3
PDGFRA	2642	1963	2
PDGFRA	2642	1962	1
PDGFRA	2642	1961	1
PDGFRA	2642	1960	1
PDGFRA	2642	1959	1
PDGFRA	2642	1958	2
IDH2	2495	2020	3
IDH2	2495	2019	19811
IDH2	2495	2018	30180
IDH2	2495	2017	29996
IDH2	2495	2016	28025
IDH2	2495	2015	25647
IDH2	2495	2014	22421
IDH2	2495	2013	17845
IDH2	2495	2012	16673
IDH2	2495	2011	15115
IDH2	2495	2010	13497
IDH2	2495	2009	12099
IDH2	2495	2008	10919
IDH2	2495	2007	9990
IDH2	2495	2006	8913
IDH2	2495	2005	8197
IDH2	2495	2004	6432
IDH2	2495	2003	4690
IDH2	2495	2002	3288
IDH2	2495	2001	2237
IDH2	2495	2000	1505
IDH2	2495	1999	834
IDH2	2495	1998	682
IDH2	2495	1997	346
IDH2	2495	1996	304
IDH2	2495	1995	197
IDH2	2495	1994	166
IDH2	2495	1993	181
IDH2	2495	1992	163
IDH2	2495	1991	196
IDH2	2495	1990	125
IDH2	2495	1989	60
IDH2	2495	1988	11
IDH2	2495	1987	10
IDH2	2495	1986	3
IDH2	2495	1984	1
IDH2	2495	1965	1
IDH2	2495	1964	3
IDH2	2495	1963	2
IDH2	2495	1962	1
IDH2	2495	1961	1
IDH2	2495	1960	1
IDH2	2495	1959	1
IDH2	2495	1958	2
RET	2494	2020	3
RET	2494	2019	19811
RET	2494	2018	30180
RET	2494	2017	29996
RET	2494	2016	28025
RET	2494	2015	25647
RET	2494	2014	22421
RET	2494	2013	17845
RET	2494	2012	16673
RET	2494	2011	15115
RET	2494	2010	13497
RET	2494	2009	12099
RET	2494	2008	10919
RET	2494	2007	9990
RET	2494	2006	8913
RET	2494	2005	8197
RET	2494	2004	6432
RET	2494	2003	4690
RET	2494	2002	3288
RET	2494	2001	2237
RET	2494	2000	1505
RET	2494	1999	834
RET	2494	1998	682
RET	2494	1997	346
RET	2494	1996	304
RET	2494	1995	197
RET	2494	1994	166
RET	2494	1993	181
RET	2494	1992	163
RET	2494	1991	196
RET	2494	1990	125
RET	2494	1989	60
RET	2494	1988	11
RET	2494	1987	10
RET	2494	1986	3
RET	2494	1984	1
RET	2494	1965	1
RET	2494	1964	3
RET	2494	1963	2
RET	2494	1962	1
RET	2494	1961	1
RET	2494	1960	1
RET	2494	1959	1
RET	2494	1958	2
ZFHX3	2391	2020	3
ZFHX3	2391	2019	19811
ZFHX3	2391	2018	30180
ZFHX3	2391	2017	29996
ZFHX3	2391	2016	28025
ZFHX3	2391	2015	25647
ZFHX3	2391	2014	22421
ZFHX3	2391	2013	17845
ZFHX3	2391	2012	16673
ZFHX3	2391	2011	15115
ZFHX3	2391	2010	13497
ZFHX3	2391	2009	12099
ZFHX3	2391	2008	10919
ZFHX3	2391	2007	9990
ZFHX3	2391	2006	8913
ZFHX3	2391	2005	8197
ZFHX3	2391	2004	6432
ZFHX3	2391	2003	4690
ZFHX3	2391	2002	3288
ZFHX3	2391	2001	2237
ZFHX3	2391	2000	1505
ZFHX3	2391	1999	834
ZFHX3	2391	1998	682
ZFHX3	2391	1997	346
ZFHX3	2391	1996	304
ZFHX3	2391	1995	197
ZFHX3	2391	1994	166
ZFHX3	2391	1993	181
ZFHX3	2391	1992	163
ZFHX3	2391	1991	196
ZFHX3	2391	1990	125
ZFHX3	2391	1989	60
ZFHX3	2391	1988	11
ZFHX3	2391	1987	10
ZFHX3	2391	1986	3
ZFHX3	2391	1984	1
ZFHX3	2391	1965	1
ZFHX3	2391	1964	3
ZFHX3	2391	1963	2
ZFHX3	2391	1962	1
ZFHX3	2391	1961	1
ZFHX3	2391	1960	1
ZFHX3	2391	1959	1
ZFHX3	2391	1958	2
FBXW7	2364	2020	3
FBXW7	2364	2019	19811
FBXW7	2364	2018	30180
FBXW7	2364	2017	29996
FBXW7	2364	2016	28025
FBXW7	2364	2015	25647
FBXW7	2364	2014	22421
FBXW7	2364	2013	17845
FBXW7	2364	2012	16673
FBXW7	2364	2011	15115
FBXW7	2364	2010	13497
FBXW7	2364	2009	12099
FBXW7	2364	2008	10919
FBXW7	2364	2007	9990
FBXW7	2364	2006	8913
FBXW7	2364	2005	8197
FBXW7	2364	2004	6432
FBXW7	2364	2003	4690
FBXW7	2364	2002	3288
FBXW7	2364	2001	2237
FBXW7	2364	2000	1505
FBXW7	2364	1999	834
FBXW7	2364	1998	682
FBXW7	2364	1997	346
FBXW7	2364	1996	304
FBXW7	2364	1995	197
FBXW7	2364	1994	166
FBXW7	2364	1993	181
FBXW7	2364	1992	163
FBXW7	2364	1991	196
FBXW7	2364	1990	125
FBXW7	2364	1989	60
FBXW7	2364	1988	11
FBXW7	2364	1987	10
FBXW7	2364	1986	3
FBXW7	2364	1984	1
FBXW7	2364	1965	1
FBXW7	2364	1964	3
FBXW7	2364	1963	2
FBXW7	2364	1962	1
FBXW7	2364	1961	1
FBXW7	2364	1960	1
FBXW7	2364	1959	1
FBXW7	2364	1958	2
MYD88	2295	2020	3
MYD88	2295	2019	19811
MYD88	2295	2018	30180
MYD88	2295	2017	29996
MYD88	2295	2016	28025
MYD88	2295	2015	25647
MYD88	2295	2014	22421
MYD88	2295	2013	17845
MYD88	2295	2012	16673
MYD88	2295	2011	15115
MYD88	2295	2010	13497
MYD88	2295	2009	12099
MYD88	2295	2008	10919
MYD88	2295	2007	9990
MYD88	2295	2006	8913
MYD88	2295	2005	8197
MYD88	2295	2004	6432
MYD88	2295	2003	4690
MYD88	2295	2002	3288
MYD88	2295	2001	2237
MYD88	2295	2000	1505
MYD88	2295	1999	834
MYD88	2295	1998	682
MYD88	2295	1997	346
MYD88	2295	1996	304
MYD88	2295	1995	197
MYD88	2295	1994	166
MYD88	2295	1993	181
MYD88	2295	1992	163
MYD88	2295	1991	196
MYD88	2295	1990	125
MYD88	2295	1989	60
MYD88	2295	1988	11
MYD88	2295	1987	10
MYD88	2295	1986	3
MYD88	2295	1984	1
MYD88	2295	1965	1
MYD88	2295	1964	3
MYD88	2295	1963	2
MYD88	2295	1962	1
MYD88	2295	1961	1
MYD88	2295	1960	1
MYD88	2295	1959	1
MYD88	2295	1958	2
ABL1	2285	2020	3
ABL1	2285	2019	19811
ABL1	2285	2018	30180
ABL1	2285	2017	29996
ABL1	2285	2016	28025
ABL1	2285	2015	25647
ABL1	2285	2014	22421
ABL1	2285	2013	17845
ABL1	2285	2012	16673
ABL1	2285	2011	15115
ABL1	2285	2010	13497
ABL1	2285	2009	12099
ABL1	2285	2008	10919
ABL1	2285	2007	9990
ABL1	2285	2006	8913
ABL1	2285	2005	8197
ABL1	2285	2004	6432
ABL1	2285	2003	4690
ABL1	2285	2002	3288
ABL1	2285	2001	2237
ABL1	2285	2000	1505
ABL1	2285	1999	834
ABL1	2285	1998	682
ABL1	2285	1997	346
ABL1	2285	1996	304
ABL1	2285	1995	197
ABL1	2285	1994	166
ABL1	2285	1993	181
ABL1	2285	1992	163
ABL1	2285	1991	196
ABL1	2285	1990	125
ABL1	2285	1989	60
ABL1	2285	1988	11
ABL1	2285	1987	10
ABL1	2285	1986	3
ABL1	2285	1984	1
ABL1	2285	1965	1
ABL1	2285	1964	3
ABL1	2285	1963	2
ABL1	2285	1962	1
ABL1	2285	1961	1
ABL1	2285	1960	1
ABL1	2285	1959	1
ABL1	2285	1958	2
PBRM1	2261	2020	3
PBRM1	2261	2019	19811
PBRM1	2261	2018	30180
PBRM1	2261	2017	29996
PBRM1	2261	2016	28025
PBRM1	2261	2015	25647
PBRM1	2261	2014	22421
PBRM1	2261	2013	17845
PBRM1	2261	2012	16673
PBRM1	2261	2011	15115
PBRM1	2261	2010	13497
PBRM1	2261	2009	12099
PBRM1	2261	2008	10919
PBRM1	2261	2007	9990
PBRM1	2261	2006	8913
PBRM1	2261	2005	8197
PBRM1	2261	2004	6432
PBRM1	2261	2003	4690
PBRM1	2261	2002	3288
PBRM1	2261	2001	2237
PBRM1	2261	2000	1505
PBRM1	2261	1999	834
PBRM1	2261	1998	682
PBRM1	2261	1997	346
PBRM1	2261	1996	304
PBRM1	2261	1995	197
PBRM1	2261	1994	166
PBRM1	2261	1993	181
PBRM1	2261	1992	163
PBRM1	2261	1991	196
PBRM1	2261	1990	125
PBRM1	2261	1989	60
PBRM1	2261	1988	11
PBRM1	2261	1987	10
PBRM1	2261	1986	3
PBRM1	2261	1984	1
PBRM1	2261	1965	1
PBRM1	2261	1964	3
PBRM1	2261	1963	2
PBRM1	2261	1962	1
PBRM1	2261	1961	1
PBRM1	2261	1960	1
PBRM1	2261	1959	1
PBRM1	2261	1958	2
GNAS	2249	2020	3
GNAS	2249	2019	19811
GNAS	2249	2018	30180
GNAS	2249	2017	29996
GNAS	2249	2016	28025
GNAS	2249	2015	25647
GNAS	2249	2014	22421
GNAS	2249	2013	17845
GNAS	2249	2012	16673
GNAS	2249	2011	15115
GNAS	2249	2010	13497
GNAS	2249	2009	12099
GNAS	2249	2008	10919
GNAS	2249	2007	9990
GNAS	2249	2006	8913
GNAS	2249	2005	8197
GNAS	2249	2004	6432
GNAS	2249	2003	4690
GNAS	2249	2002	3288
GNAS	2249	2001	2237
GNAS	2249	2000	1505
GNAS	2249	1999	834
GNAS	2249	1998	682
GNAS	2249	1997	346
GNAS	2249	1996	304
GNAS	2249	1995	197
GNAS	2249	1994	166
GNAS	2249	1993	181
GNAS	2249	1992	163
GNAS	2249	1991	196
GNAS	2249	1990	125
GNAS	2249	1989	60
GNAS	2249	1988	11
GNAS	2249	1987	10
GNAS	2249	1986	3
GNAS	2249	1984	1
GNAS	2249	1965	1
GNAS	2249	1964	3
GNAS	2249	1963	2
GNAS	2249	1962	1
GNAS	2249	1961	1
GNAS	2249	1960	1
GNAS	2249	1959	1
GNAS	2249	1958	2
SMAD4	2182	2020	3
SMAD4	2182	2019	19811
SMAD4	2182	2018	30180
SMAD4	2182	2017	29996
SMAD4	2182	2016	28025
SMAD4	2182	2015	25647
SMAD4	2182	2014	22421
SMAD4	2182	2013	17845
SMAD4	2182	2012	16673
SMAD4	2182	2011	15115
SMAD4	2182	2010	13497
SMAD4	2182	2009	12099
SMAD4	2182	2008	10919
SMAD4	2182	2007	9990
SMAD4	2182	2006	8913
SMAD4	2182	2005	8197
SMAD4	2182	2004	6432
SMAD4	2182	2003	4690
SMAD4	2182	2002	3288
SMAD4	2182	2001	2237
SMAD4	2182	2000	1505
SMAD4	2182	1999	834
SMAD4	2182	1998	682
SMAD4	2182	1997	346
SMAD4	2182	1996	304
SMAD4	2182	1995	197
SMAD4	2182	1994	166
SMAD4	2182	1993	181
SMAD4	2182	1992	163
SMAD4	2182	1991	196
SMAD4	2182	1990	125
SMAD4	2182	1989	60
SMAD4	2182	1988	11
SMAD4	2182	1987	10
SMAD4	2182	1986	3
SMAD4	2182	1984	1
SMAD4	2182	1965	1
SMAD4	2182	1964	3
SMAD4	2182	1963	2
SMAD4	2182	1962	1
SMAD4	2182	1961	1
SMAD4	2182	1960	1
SMAD4	2182	1959	1
SMAD4	2182	1958	2
CREBBP	2143	2020	3
CREBBP	2143	2019	19811
CREBBP	2143	2018	30180
CREBBP	2143	2017	29996
CREBBP	2143	2016	28025
CREBBP	2143	2015	25647
CREBBP	2143	2014	22421
CREBBP	2143	2013	17845
CREBBP	2143	2012	16673
CREBBP	2143	2011	15115
CREBBP	2143	2010	13497
CREBBP	2143	2009	12099
CREBBP	2143	2008	10919
CREBBP	2143	2007	9990
CREBBP	2143	2006	8913
CREBBP	2143	2005	8197
CREBBP	2143	2004	6432
CREBBP	2143	2003	4690
CREBBP	2143	2002	3288
CREBBP	2143	2001	2237
CREBBP	2143	2000	1505
CREBBP	2143	1999	834
CREBBP	2143	1998	682
CREBBP	2143	1997	346
CREBBP	2143	1996	304
CREBBP	2143	1995	197
CREBBP	2143	1994	166
CREBBP	2143	1993	181
CREBBP	2143	1992	163
CREBBP	2143	1991	196
CREBBP	2143	1990	125
CREBBP	2143	1989	60
CREBBP	2143	1988	11
CREBBP	2143	1987	10
CREBBP	2143	1986	3
CREBBP	2143	1984	1
CREBBP	2143	1965	1
CREBBP	2143	1964	3
CREBBP	2143	1963	2
CREBBP	2143	1962	1
CREBBP	2143	1961	1
CREBBP	2143	1960	1
CREBBP	2143	1959	1
CREBBP	2143	1958	2
RB1	2126	2020	3
RB1	2126	2019	19811
RB1	2126	2018	30180
RB1	2126	2017	29996
RB1	2126	2016	28025
RB1	2126	2015	25647
RB1	2126	2014	22421
RB1	2126	2013	17845
RB1	2126	2012	16673
RB1	2126	2011	15115
RB1	2126	2010	13497
RB1	2126	2009	12099
RB1	2126	2008	10919
RB1	2126	2007	9990
RB1	2126	2006	8913
RB1	2126	2005	8197
RB1	2126	2004	6432
RB1	2126	2003	4690
